id,sender,subject,body,label
1269,orders@company.com,Order #5019 shipped,This email relates to orders and requires appropriate action.,Orders
1270,orders@company.com,Order #3536 confirmed,This email relates to orders and requires appropriate action.,Orders
1271,orders@company.com,Order #2359 confirmed,This email relates to orders and requires appropriate action.,Orders
1272,orders@company.com,Order #9526 delivery update,This email relates to orders and requires appropriate action.,Orders
1273,orders@company.com,Order #4158 shipped,This email relates to orders and requires appropriate action.,Orders
1274,orders@company.com,Order #2537 shipped,This email relates to orders and requires appropriate action.,Orders
1275,orders@company.com,Order #5006 confirmed,This email relates to orders and requires appropriate action.,Orders
1276,orders@company.com,Order #8144 delivery update,This email relates to orders and requires appropriate action.,Orders
1277,orders@company.com,Order #6305 confirmed,This email relates to orders and requires appropriate action.,Orders
1278,orders@company.com,Order #1284 delivery update,This email relates to orders and requires appropriate action.,Orders
1279,orders@company.com,Order #6467 shipped,This email relates to orders and requires appropriate action.,Orders
1280,orders@company.com,Order #4231 delivery update,This email relates to orders and requires appropriate action.,Orders
1281,orders@company.com,Order #4041 confirmed,This email relates to orders and requires appropriate action.,Orders
1282,orders@company.com,Order #8669 delivery update,This email relates to orders and requires appropriate action.,Orders
1283,orders@company.com,Order #4322 shipped,This email relates to orders and requires appropriate action.,Orders
1284,orders@company.com,Order #7332 shipped,This email relates to orders and requires appropriate action.,Orders
1285,orders@company.com,Order #9151 shipped,This email relates to orders and requires appropriate action.,Orders
1286,orders@company.com,Order #9489 shipped,This email relates to orders and requires appropriate action.,Orders
1287,orders@company.com,Order #3278 shipped,This email relates to orders and requires appropriate action.,Orders
1288,orders@company.com,Order #6022 shipped,This email relates to orders and requires appropriate action.,Orders
1289,orders@company.com,Order #4743 confirmed,This email relates to orders and requires appropriate action.,Orders
1290,orders@company.com,Order #1645 confirmed,This email relates to orders and requires appropriate action.,Orders
1291,orders@company.com,Order #8023 delivery update,This email relates to orders and requires appropriate action.,Orders
1292,orders@company.com,Order #7073 shipped,This email relates to orders and requires appropriate action.,Orders
1293,orders@company.com,Order #3182 confirmed,This email relates to orders and requires appropriate action.,Orders
1294,orders@company.com,Order #2863 shipped,This email relates to orders and requires appropriate action.,Orders
1295,orders@company.com,Order #8923 delivery update,This email relates to orders and requires appropriate action.,Orders
1296,orders@company.com,Order #4550 shipped,This email relates to orders and requires appropriate action.,Orders
1297,orders@company.com,Order #6694 delivery update,This email relates to orders and requires appropriate action.,Orders
1298,orders@company.com,Order #6280 delivery update,This email relates to orders and requires appropriate action.,Orders
1299,orders@company.com,Order #8935 confirmed,This email relates to orders and requires appropriate action.,Orders
1300,orders@company.com,Order #6873 delivery update,This email relates to orders and requires appropriate action.,Orders
1301,orders@company.com,Order #2613 confirmed,This email relates to orders and requires appropriate action.,Orders
1302,orders@company.com,Order #5788 confirmed,This email relates to orders and requires appropriate action.,Orders
1303,orders@company.com,Order #7166 confirmed,This email relates to orders and requires appropriate action.,Orders
1304,orders@company.com,Order #8564 shipped,This email relates to orders and requires appropriate action.,Orders
1305,orders@company.com,Order #1861 delivery update,This email relates to orders and requires appropriate action.,Orders
1306,orders@company.com,Order #8275 shipped,This email relates to orders and requires appropriate action.,Orders
1307,orders@company.com,Order #4436 shipped,This email relates to orders and requires appropriate action.,Orders
1308,orders@company.com,Order #5743 shipped,This email relates to orders and requires appropriate action.,Orders
1309,orders@company.com,Order #8235 shipped,This email relates to orders and requires appropriate action.,Orders
1310,orders@company.com,Order #8541 shipped,This email relates to orders and requires appropriate action.,Orders
1311,orders@company.com,Order #4252 shipped,This email relates to orders and requires appropriate action.,Orders
1312,orders@company.com,Order #5871 shipped,This email relates to orders and requires appropriate action.,Orders
1313,orders@company.com,Order #2830 confirmed,This email relates to orders and requires appropriate action.,Orders
1314,orders@company.com,Order #1003 shipped,This email relates to orders and requires appropriate action.,Orders
1315,orders@company.com,Order #5751 shipped,This email relates to orders and requires appropriate action.,Orders
1316,orders@company.com,Order #4066 shipped,This email relates to orders and requires appropriate action.,Orders
1317,orders@company.com,Order #8420 delivery update,This email relates to orders and requires appropriate action.,Orders
1318,orders@company.com,Order #5576 confirmed,This email relates to orders and requires appropriate action.,Orders
1319,orders@company.com,Order #6943 shipped,This email relates to orders and requires appropriate action.,Orders
1320,orders@company.com,Order #2148 delivery update,This email relates to orders and requires appropriate action.,Orders
1321,orders@company.com,Order #8997 confirmed,This email relates to orders and requires appropriate action.,Orders
1322,orders@company.com,Order #3656 delivery update,This email relates to orders and requires appropriate action.,Orders
1323,orders@company.com,Order #9327 confirmed,This email relates to orders and requires appropriate action.,Orders
1324,orders@company.com,Order #2041 shipped,This email relates to orders and requires appropriate action.,Orders
1325,orders@company.com,Order #4836 confirmed,This email relates to orders and requires appropriate action.,Orders
1326,orders@company.com,Order #5280 delivery update,This email relates to orders and requires appropriate action.,Orders
1327,orders@company.com,Order #7856 confirmed,This email relates to orders and requires appropriate action.,Orders
1328,orders@company.com,Order #1639 shipped,This email relates to orders and requires appropriate action.,Orders
1329,orders@company.com,Order #1251 shipped,This email relates to orders and requires appropriate action.,Orders
1330,orders@company.com,Order #1867 confirmed,This email relates to orders and requires appropriate action.,Orders
1331,orders@company.com,Order #5852 shipped,This email relates to orders and requires appropriate action.,Orders
1332,orders@company.com,Order #8956 shipped,This email relates to orders and requires appropriate action.,Orders
1333,orders@company.com,Order #1412 shipped,This email relates to orders and requires appropriate action.,Orders
1334,orders@company.com,Order #5336 delivery update,This email relates to orders and requires appropriate action.,Orders
1335,orders@company.com,Order #8680 shipped,This email relates to orders and requires appropriate action.,Orders
1336,orders@company.com,Order #3497 delivery update,This email relates to orders and requires appropriate action.,Orders
1337,orders@company.com,Order #5958 delivery update,This email relates to orders and requires appropriate action.,Orders
1338,orders@company.com,Order #2786 confirmed,This email relates to orders and requires appropriate action.,Orders
1339,orders@company.com,Order #5226 delivery update,This email relates to orders and requires appropriate action.,Orders
1340,orders@company.com,Order #6620 delivery update,This email relates to orders and requires appropriate action.,Orders
1341,orders@company.com,Order #1983 confirmed,This email relates to orders and requires appropriate action.,Orders
1342,orders@company.com,Order #1071 confirmed,This email relates to orders and requires appropriate action.,Orders
1343,orders@company.com,Order #6871 confirmed,This email relates to orders and requires appropriate action.,Orders
1344,orders@company.com,Order #2625 confirmed,This email relates to orders and requires appropriate action.,Orders
1345,orders@company.com,Order #2918 confirmed,This email relates to orders and requires appropriate action.,Orders
1346,orders@company.com,Order #5531 delivery update,This email relates to orders and requires appropriate action.,Orders
1347,orders@company.com,Order #7040 delivery update,This email relates to orders and requires appropriate action.,Orders
1348,orders@company.com,Order #8373 delivery update,This email relates to orders and requires appropriate action.,Orders
1349,orders@company.com,Order #9230 shipped,This email relates to orders and requires appropriate action.,Orders
1350,orders@company.com,Order #8108 confirmed,This email relates to orders and requires appropriate action.,Orders
1351,orders@company.com,Order #5610 confirmed,This email relates to orders and requires appropriate action.,Orders
1352,orders@company.com,Order #1462 shipped,This email relates to orders and requires appropriate action.,Orders
1353,orders@company.com,Order #4084 shipped,This email relates to orders and requires appropriate action.,Orders
1354,orders@company.com,Order #3530 confirmed,This email relates to orders and requires appropriate action.,Orders
1355,orders@company.com,Order #7109 delivery update,This email relates to orders and requires appropriate action.,Orders
1356,orders@company.com,Order #2321 delivery update,This email relates to orders and requires appropriate action.,Orders
1357,orders@company.com,Order #5764 delivery update,This email relates to orders and requires appropriate action.,Orders
1358,orders@company.com,Order #7568 delivery update,This email relates to orders and requires appropriate action.,Orders
1359,orders@company.com,Order #3118 delivery update,This email relates to orders and requires appropriate action.,Orders
1360,orders@company.com,Order #6100 delivery update,This email relates to orders and requires appropriate action.,Orders
1361,orders@company.com,Order #4847 delivery update,This email relates to orders and requires appropriate action.,Orders
1362,orders@company.com,Order #9964 shipped,This email relates to orders and requires appropriate action.,Orders
1363,orders@company.com,Order #8944 shipped,This email relates to orders and requires appropriate action.,Orders
1364,orders@company.com,Order #2690 confirmed,This email relates to orders and requires appropriate action.,Orders
1365,orders@company.com,Order #9600 shipped,This email relates to orders and requires appropriate action.,Orders
1366,orders@company.com,Order #8218 confirmed,This email relates to orders and requires appropriate action.,Orders
1367,orders@company.com,Order #9991 delivery update,This email relates to orders and requires appropriate action.,Orders
1368,orders@company.com,Order #6007 confirmed,This email relates to orders and requires appropriate action.,Orders
1369,orders@company.com,Order #1234 delivery update,This email relates to orders and requires appropriate action.,Orders
1370,orders@company.com,Order #3932 shipped,This email relates to orders and requires appropriate action.,Orders
1371,orders@company.com,Order #8098 delivery update,This email relates to orders and requires appropriate action.,Orders
1372,orders@company.com,Order #6395 shipped,This email relates to orders and requires appropriate action.,Orders
1373,orders@company.com,Order #8609 delivery update,This email relates to orders and requires appropriate action.,Orders
1374,orders@company.com,Order #6221 confirmed,This email relates to orders and requires appropriate action.,Orders
1375,orders@company.com,Order #3728 shipped,This email relates to orders and requires appropriate action.,Orders
1376,orders@company.com,Order #1215 confirmed,This email relates to orders and requires appropriate action.,Orders
1377,orders@company.com,Order #7901 delivery update,This email relates to orders and requires appropriate action.,Orders
1378,orders@company.com,Order #3545 shipped,This email relates to orders and requires appropriate action.,Orders
1379,orders@company.com,Order #1162 confirmed,This email relates to orders and requires appropriate action.,Orders
1380,orders@company.com,Order #7379 confirmed,This email relates to orders and requires appropriate action.,Orders
1381,orders@company.com,Order #4567 confirmed,This email relates to orders and requires appropriate action.,Orders
1382,orders@company.com,Order #7059 confirmed,This email relates to orders and requires appropriate action.,Orders
1383,orders@company.com,Order #3152 confirmed,This email relates to orders and requires appropriate action.,Orders
1384,orders@company.com,Order #3710 confirmed,This email relates to orders and requires appropriate action.,Orders
1385,orders@company.com,Order #3041 delivery update,This email relates to orders and requires appropriate action.,Orders
1386,orders@company.com,Order #6030 delivery update,This email relates to orders and requires appropriate action.,Orders
1387,orders@company.com,Order #7183 delivery update,This email relates to orders and requires appropriate action.,Orders
1388,orders@company.com,Order #4968 confirmed,This email relates to orders and requires appropriate action.,Orders
1389,orders@company.com,Order #8991 delivery update,This email relates to orders and requires appropriate action.,Orders
1390,orders@company.com,Order #6017 confirmed,This email relates to orders and requires appropriate action.,Orders
1391,orders@company.com,Order #9664 delivery update,This email relates to orders and requires appropriate action.,Orders
1392,orders@company.com,Order #2647 confirmed,This email relates to orders and requires appropriate action.,Orders
1393,orders@company.com,Order #6193 confirmed,This email relates to orders and requires appropriate action.,Orders
1394,orders@company.com,Order #2110 confirmed,This email relates to orders and requires appropriate action.,Orders
1395,orders@company.com,Order #1104 shipped,This email relates to orders and requires appropriate action.,Orders
1396,orders@company.com,Order #9324 delivery update,This email relates to orders and requires appropriate action.,Orders
1397,orders@company.com,Order #3182 delivery update,This email relates to orders and requires appropriate action.,Orders
1398,orders@company.com,Order #7704 confirmed,This email relates to orders and requires appropriate action.,Orders
1399,orders@company.com,Order #9701 delivery update,This email relates to orders and requires appropriate action.,Orders
1400,orders@company.com,Order #6999 shipped,This email relates to orders and requires appropriate action.,Orders
1401,orders@company.com,Order #8008 delivery update,This email relates to orders and requires appropriate action.,Orders
1402,orders@company.com,Order #9625 delivery update,This email relates to orders and requires appropriate action.,Orders
1403,orders@company.com,Order #2798 confirmed,This email relates to orders and requires appropriate action.,Orders
1404,orders@company.com,Order #6188 delivery update,This email relates to orders and requires appropriate action.,Orders
1405,orders@company.com,Order #9242 confirmed,This email relates to orders and requires appropriate action.,Orders
1406,orders@company.com,Order #5661 confirmed,This email relates to orders and requires appropriate action.,Orders
1407,orders@company.com,Order #1073 delivery update,This email relates to orders and requires appropriate action.,Orders
1408,orders@company.com,Order #9707 delivery update,This email relates to orders and requires appropriate action.,Orders
1409,orders@company.com,Order #9952 shipped,This email relates to orders and requires appropriate action.,Orders
1410,orders@company.com,Order #1720 confirmed,This email relates to orders and requires appropriate action.,Orders
1411,orders@company.com,Order #5168 shipped,This email relates to orders and requires appropriate action.,Orders
1412,orders@company.com,Order #9336 shipped,This email relates to orders and requires appropriate action.,Orders
1413,orders@company.com,Order #4861 confirmed,This email relates to orders and requires appropriate action.,Orders
1414,orders@company.com,Order #1273 confirmed,This email relates to orders and requires appropriate action.,Orders
1415,orders@company.com,Order #8275 shipped,This email relates to orders and requires appropriate action.,Orders
1416,orders@company.com,Order #2719 confirmed,This email relates to orders and requires appropriate action.,Orders
1417,orders@company.com,Order #5245 delivery update,This email relates to orders and requires appropriate action.,Orders
1418,orders@company.com,Order #8566 confirmed,This email relates to orders and requires appropriate action.,Orders
1419,orders@company.com,Order #7700 delivery update,This email relates to orders and requires appropriate action.,Orders
1420,orders@company.com,Order #5466 delivery update,This email relates to orders and requires appropriate action.,Orders
1421,orders@company.com,Order #8129 shipped,This email relates to orders and requires appropriate action.,Orders
1422,orders@company.com,Order #8696 delivery update,This email relates to orders and requires appropriate action.,Orders
1423,orders@company.com,Order #6822 delivery update,This email relates to orders and requires appropriate action.,Orders
1424,orders@company.com,Order #8147 shipped,This email relates to orders and requires appropriate action.,Orders
1425,orders@company.com,Order #9013 delivery update,This email relates to orders and requires appropriate action.,Orders
1426,orders@company.com,Order #1569 delivery update,This email relates to orders and requires appropriate action.,Orders
1427,orders@company.com,Order #5575 confirmed,This email relates to orders and requires appropriate action.,Orders
1428,orders@company.com,Order #1219 confirmed,This email relates to orders and requires appropriate action.,Orders
1429,orders@company.com,Order #8184 confirmed,This email relates to orders and requires appropriate action.,Orders
1430,orders@company.com,Order #4302 shipped,This email relates to orders and requires appropriate action.,Orders
1431,orders@company.com,Order #3097 shipped,This email relates to orders and requires appropriate action.,Orders
1432,orders@company.com,Order #2764 shipped,This email relates to orders and requires appropriate action.,Orders
1433,orders@company.com,Order #6356 delivery update,This email relates to orders and requires appropriate action.,Orders
1434,orders@company.com,Order #2704 shipped,This email relates to orders and requires appropriate action.,Orders
1435,orders@company.com,Order #1858 confirmed,This email relates to orders and requires appropriate action.,Orders
1436,orders@company.com,Order #2435 delivery update,This email relates to orders and requires appropriate action.,Orders
1437,orders@company.com,Order #7718 delivery update,This email relates to orders and requires appropriate action.,Orders
1438,orders@company.com,Order #5737 confirmed,This email relates to orders and requires appropriate action.,Orders
1439,orders@company.com,Order #8406 delivery update,This email relates to orders and requires appropriate action.,Orders
1440,orders@company.com,Order #6032 shipped,This email relates to orders and requires appropriate action.,Orders
1441,orders@company.com,Order #9101 delivery update,This email relates to orders and requires appropriate action.,Orders
1442,orders@company.com,Order #3670 confirmed,This email relates to orders and requires appropriate action.,Orders
1443,orders@company.com,Order #7920 confirmed,This email relates to orders and requires appropriate action.,Orders
1444,orders@company.com,Order #9120 confirmed,This email relates to orders and requires appropriate action.,Orders
1445,orders@company.com,Order #8063 confirmed,This email relates to orders and requires appropriate action.,Orders
1446,orders@company.com,Order #1040 confirmed,This email relates to orders and requires appropriate action.,Orders
1447,orders@company.com,Order #6826 confirmed,This email relates to orders and requires appropriate action.,Orders
1448,orders@company.com,Order #6377 confirmed,This email relates to orders and requires appropriate action.,Orders
1449,orders@company.com,Order #4651 delivery update,This email relates to orders and requires appropriate action.,Orders
1450,orders@company.com,Order #1984 delivery update,This email relates to orders and requires appropriate action.,Orders
1451,orders@company.com,Order #8329 confirmed,This email relates to orders and requires appropriate action.,Orders
1452,orders@company.com,Order #2430 delivery update,This email relates to orders and requires appropriate action.,Orders
1453,orders@company.com,Order #5624 shipped,This email relates to orders and requires appropriate action.,Orders
1454,orders@company.com,Order #1332 confirmed,This email relates to orders and requires appropriate action.,Orders
1455,orders@company.com,Order #1887 delivery update,This email relates to orders and requires appropriate action.,Orders
1456,orders@company.com,Order #8218 confirmed,This email relates to orders and requires appropriate action.,Orders
1457,orders@company.com,Order #2120 confirmed,This email relates to orders and requires appropriate action.,Orders
1458,orders@company.com,Order #6778 confirmed,This email relates to orders and requires appropriate action.,Orders
1459,orders@company.com,Order #9081 shipped,This email relates to orders and requires appropriate action.,Orders
1460,orders@company.com,Order #7844 confirmed,This email relates to orders and requires appropriate action.,Orders
1461,orders@company.com,Order #8506 delivery update,This email relates to orders and requires appropriate action.,Orders
1462,orders@company.com,Order #7245 confirmed,This email relates to orders and requires appropriate action.,Orders
1463,orders@company.com,Order #9926 shipped,This email relates to orders and requires appropriate action.,Orders
1464,orders@company.com,Order #5914 shipped,This email relates to orders and requires appropriate action.,Orders
1465,orders@company.com,Order #1755 shipped,This email relates to orders and requires appropriate action.,Orders
1466,orders@company.com,Order #1663 delivery update,This email relates to orders and requires appropriate action.,Orders
1467,orders@company.com,Order #3692 confirmed,This email relates to orders and requires appropriate action.,Orders
1468,orders@company.com,Order #1994 confirmed,This email relates to orders and requires appropriate action.,Orders
1469,orders@company.com,Order #6318 delivery update,This email relates to orders and requires appropriate action.,Orders
1470,orders@company.com,Order #6998 shipped,This email relates to orders and requires appropriate action.,Orders
1471,orders@company.com,Order #7488 confirmed,This email relates to orders and requires appropriate action.,Orders
1472,orders@company.com,Order #7056 delivery update,This email relates to orders and requires appropriate action.,Orders
1473,orders@company.com,Order #4748 confirmed,This email relates to orders and requires appropriate action.,Orders
1474,orders@company.com,Order #7639 shipped,This email relates to orders and requires appropriate action.,Orders
1475,orders@company.com,Order #1809 confirmed,This email relates to orders and requires appropriate action.,Orders
1476,orders@company.com,Order #4712 delivery update,This email relates to orders and requires appropriate action.,Orders
1477,orders@company.com,Order #2545 confirmed,This email relates to orders and requires appropriate action.,Orders
1478,orders@company.com,Order #8908 confirmed,This email relates to orders and requires appropriate action.,Orders
1479,orders@company.com,Order #6921 delivery update,This email relates to orders and requires appropriate action.,Orders
1480,orders@company.com,Order #4080 shipped,This email relates to orders and requires appropriate action.,Orders
1481,orders@company.com,Order #1887 shipped,This email relates to orders and requires appropriate action.,Orders
1482,orders@company.com,Order #3144 delivery update,This email relates to orders and requires appropriate action.,Orders
1483,orders@company.com,Order #8163 delivery update,This email relates to orders and requires appropriate action.,Orders
1484,orders@company.com,Order #6695 delivery update,This email relates to orders and requires appropriate action.,Orders
1485,orders@company.com,Order #1815 confirmed,This email relates to orders and requires appropriate action.,Orders
1486,orders@company.com,Order #3503 delivery update,This email relates to orders and requires appropriate action.,Orders
1487,orders@company.com,Order #2567 delivery update,This email relates to orders and requires appropriate action.,Orders
1488,orders@company.com,Order #1446 shipped,This email relates to orders and requires appropriate action.,Orders
1489,orders@company.com,Order #1957 shipped,This email relates to orders and requires appropriate action.,Orders
1490,orders@company.com,Order #4424 delivery update,This email relates to orders and requires appropriate action.,Orders
1491,orders@company.com,Order #7182 delivery update,This email relates to orders and requires appropriate action.,Orders
1492,orders@company.com,Order #9917 confirmed,This email relates to orders and requires appropriate action.,Orders
1493,orders@company.com,Order #9713 shipped,This email relates to orders and requires appropriate action.,Orders
1494,orders@company.com,Order #6047 delivery update,This email relates to orders and requires appropriate action.,Orders
1495,orders@company.com,Order #3747 delivery update,This email relates to orders and requires appropriate action.,Orders
1496,orders@company.com,Order #5033 delivery update,This email relates to orders and requires appropriate action.,Orders
1497,orders@company.com,Order #2822 shipped,This email relates to orders and requires appropriate action.,Orders
1498,orders@company.com,Order #2299 shipped,This email relates to orders and requires appropriate action.,Orders
1499,orders@company.com,Order #8937 confirmed,This email relates to orders and requires appropriate action.,Orders
1500,orders@company.com,Order #2160 delivery update,This email relates to orders and requires appropriate action.,Orders
1501,orders@company.com,Order #3152 confirmed,This email relates to orders and requires appropriate action.,Orders
1502,orders@company.com,Order #1412 delivery update,This email relates to orders and requires appropriate action.,Orders
1503,orders@company.com,Order #6402 confirmed,This email relates to orders and requires appropriate action.,Orders
1504,orders@company.com,Order #6041 shipped,This email relates to orders and requires appropriate action.,Orders
1505,orders@company.com,Order #8490 shipped,This email relates to orders and requires appropriate action.,Orders
1506,orders@company.com,Order #7637 shipped,This email relates to orders and requires appropriate action.,Orders
1507,orders@company.com,Order #6614 shipped,This email relates to orders and requires appropriate action.,Orders
1508,orders@company.com,Order #6501 confirmed,This email relates to orders and requires appropriate action.,Orders
1509,orders@company.com,Order #7214 delivery update,This email relates to orders and requires appropriate action.,Orders
1510,orders@company.com,Order #6999 confirmed,This email relates to orders and requires appropriate action.,Orders
1511,orders@company.com,Order #2314 delivery update,This email relates to orders and requires appropriate action.,Orders
1512,orders@company.com,Order #4160 delivery update,This email relates to orders and requires appropriate action.,Orders
1513,orders@company.com,Order #3586 confirmed,This email relates to orders and requires appropriate action.,Orders
1514,orders@company.com,Order #2057 delivery update,This email relates to orders and requires appropriate action.,Orders
1515,orders@company.com,Order #6823 delivery update,This email relates to orders and requires appropriate action.,Orders
1516,orders@company.com,Order #6532 shipped,This email relates to orders and requires appropriate action.,Orders
1517,orders@company.com,Order #7333 delivery update,This email relates to orders and requires appropriate action.,Orders
1518,orders@company.com,Order #9116 shipped,This email relates to orders and requires appropriate action.,Orders
1519,orders@company.com,Order #5440 confirmed,This email relates to orders and requires appropriate action.,Orders
1520,orders@company.com,Order #3840 confirmed,This email relates to orders and requires appropriate action.,Orders
1521,orders@company.com,Order #5867 shipped,This email relates to orders and requires appropriate action.,Orders
1522,orders@company.com,Order #3255 confirmed,This email relates to orders and requires appropriate action.,Orders
1523,orders@company.com,Order #2939 confirmed,This email relates to orders and requires appropriate action.,Orders
1524,orders@company.com,Order #1871 delivery update,This email relates to orders and requires appropriate action.,Orders
1525,orders@company.com,Order #1003 confirmed,This email relates to orders and requires appropriate action.,Orders
1526,orders@company.com,Order #5855 delivery update,This email relates to orders and requires appropriate action.,Orders
1527,orders@company.com,Order #7552 delivery update,This email relates to orders and requires appropriate action.,Orders
1528,orders@company.com,Order #1961 delivery update,This email relates to orders and requires appropriate action.,Orders
1529,orders@company.com,Order #1731 delivery update,This email relates to orders and requires appropriate action.,Orders
1530,orders@company.com,Order #4668 confirmed,This email relates to orders and requires appropriate action.,Orders
1531,orders@company.com,Order #3724 confirmed,This email relates to orders and requires appropriate action.,Orders
1532,orders@company.com,Order #3964 delivery update,This email relates to orders and requires appropriate action.,Orders
1533,orders@company.com,Order #7184 confirmed,This email relates to orders and requires appropriate action.,Orders
1534,orders@company.com,Order #9063 confirmed,This email relates to orders and requires appropriate action.,Orders
1535,orders@company.com,Order #6129 shipped,This email relates to orders and requires appropriate action.,Orders
1536,orders@company.com,Order #9886 confirmed,This email relates to orders and requires appropriate action.,Orders
1537,orders@company.com,Order #4507 delivery update,This email relates to orders and requires appropriate action.,Orders
1538,orders@company.com,Order #1680 confirmed,This email relates to orders and requires appropriate action.,Orders
1539,orders@company.com,Order #7707 delivery update,This email relates to orders and requires appropriate action.,Orders
1540,orders@company.com,Order #3946 confirmed,This email relates to orders and requires appropriate action.,Orders
1541,orders@company.com,Order #8263 shipped,This email relates to orders and requires appropriate action.,Orders
1542,orders@company.com,Order #4577 confirmed,This email relates to orders and requires appropriate action.,Orders
1543,orders@company.com,Order #6326 shipped,This email relates to orders and requires appropriate action.,Orders
1544,orders@company.com,Order #8712 delivery update,This email relates to orders and requires appropriate action.,Orders
1545,orders@company.com,Order #8697 delivery update,This email relates to orders and requires appropriate action.,Orders
1546,orders@company.com,Order #4683 confirmed,This email relates to orders and requires appropriate action.,Orders
1547,orders@company.com,Order #4374 delivery update,This email relates to orders and requires appropriate action.,Orders
1548,orders@company.com,Order #3060 confirmed,This email relates to orders and requires appropriate action.,Orders
1549,orders@company.com,Order #9071 confirmed,This email relates to orders and requires appropriate action.,Orders
1550,orders@company.com,Order #2681 confirmed,This email relates to orders and requires appropriate action.,Orders
1551,orders@company.com,Order #1075 confirmed,This email relates to orders and requires appropriate action.,Orders
1552,orders@company.com,Order #8181 shipped,This email relates to orders and requires appropriate action.,Orders
1553,orders@company.com,Order #6099 shipped,This email relates to orders and requires appropriate action.,Orders
1554,orders@company.com,Order #3881 confirmed,This email relates to orders and requires appropriate action.,Orders
1555,orders@company.com,Order #6539 shipped,This email relates to orders and requires appropriate action.,Orders
1556,orders@company.com,Order #8232 shipped,This email relates to orders and requires appropriate action.,Orders
1557,orders@company.com,Order #5428 shipped,This email relates to orders and requires appropriate action.,Orders
1558,orders@company.com,Order #9903 shipped,This email relates to orders and requires appropriate action.,Orders
1559,orders@company.com,Order #4218 delivery update,This email relates to orders and requires appropriate action.,Orders
1560,orders@company.com,Order #1199 shipped,This email relates to orders and requires appropriate action.,Orders
1561,orders@company.com,Order #6984 delivery update,This email relates to orders and requires appropriate action.,Orders
1562,orders@company.com,Order #6778 confirmed,This email relates to orders and requires appropriate action.,Orders
1563,orders@company.com,Order #7629 shipped,This email relates to orders and requires appropriate action.,Orders
1564,orders@company.com,Order #5881 confirmed,This email relates to orders and requires appropriate action.,Orders
1565,orders@company.com,Order #8663 shipped,This email relates to orders and requires appropriate action.,Orders
1566,orders@company.com,Order #6532 confirmed,This email relates to orders and requires appropriate action.,Orders
1567,orders@company.com,Order #8140 confirmed,This email relates to orders and requires appropriate action.,Orders
1568,orders@company.com,Order #1769 delivery update,This email relates to orders and requires appropriate action.,Orders
1569,orders@company.com,Order #7673 delivery update,This email relates to orders and requires appropriate action.,Orders
1570,orders@company.com,Order #3486 delivery update,This email relates to orders and requires appropriate action.,Orders
1571,orders@company.com,Order #4303 confirmed,This email relates to orders and requires appropriate action.,Orders
1572,orders@company.com,Order #2128 shipped,This email relates to orders and requires appropriate action.,Orders
1573,orders@company.com,Order #8264 confirmed,This email relates to orders and requires appropriate action.,Orders
1574,orders@company.com,Order #8616 delivery update,This email relates to orders and requires appropriate action.,Orders
1575,orders@company.com,Order #8486 delivery update,This email relates to orders and requires appropriate action.,Orders
1576,orders@company.com,Order #4303 shipped,This email relates to orders and requires appropriate action.,Orders
1577,orders@company.com,Order #5604 delivery update,This email relates to orders and requires appropriate action.,Orders
1578,orders@company.com,Order #7178 shipped,This email relates to orders and requires appropriate action.,Orders
1579,orders@company.com,Order #1415 delivery update,This email relates to orders and requires appropriate action.,Orders
1580,orders@company.com,Order #5718 delivery update,This email relates to orders and requires appropriate action.,Orders
1581,orders@company.com,Order #5028 confirmed,This email relates to orders and requires appropriate action.,Orders
1582,orders@company.com,Order #9520 delivery update,This email relates to orders and requires appropriate action.,Orders
1583,orders@company.com,Order #6574 shipped,This email relates to orders and requires appropriate action.,Orders
1584,orders@company.com,Order #2200 delivery update,This email relates to orders and requires appropriate action.,Orders
1585,orders@company.com,Order #6622 delivery update,This email relates to orders and requires appropriate action.,Orders
1586,orders@company.com,Order #7011 shipped,This email relates to orders and requires appropriate action.,Orders
1587,orders@company.com,Order #5245 delivery update,This email relates to orders and requires appropriate action.,Orders
1588,orders@company.com,Order #1914 shipped,This email relates to orders and requires appropriate action.,Orders
1589,orders@company.com,Order #1590 confirmed,This email relates to orders and requires appropriate action.,Orders
1590,orders@company.com,Order #1273 delivery update,This email relates to orders and requires appropriate action.,Orders
1591,orders@company.com,Order #8423 shipped,This email relates to orders and requires appropriate action.,Orders
1592,orders@company.com,Order #3836 shipped,This email relates to orders and requires appropriate action.,Orders
1593,orders@company.com,Order #6419 shipped,This email relates to orders and requires appropriate action.,Orders
1594,orders@company.com,Order #6600 shipped,This email relates to orders and requires appropriate action.,Orders
1595,orders@company.com,Order #9023 delivery update,This email relates to orders and requires appropriate action.,Orders
1596,orders@company.com,Order #9773 delivery update,This email relates to orders and requires appropriate action.,Orders
1597,orders@company.com,Order #3810 confirmed,This email relates to orders and requires appropriate action.,Orders
1598,orders@company.com,Order #7185 delivery update,This email relates to orders and requires appropriate action.,Orders
1599,orders@company.com,Order #5882 shipped,This email relates to orders and requires appropriate action.,Orders
1600,orders@company.com,Order #5551 confirmed,This email relates to orders and requires appropriate action.,Orders
1601,orders@company.com,Order #3717 shipped,This email relates to orders and requires appropriate action.,Orders
1602,orders@company.com,Order #6142 delivery update,This email relates to orders and requires appropriate action.,Orders
1603,orders@company.com,Order #7804 confirmed,This email relates to orders and requires appropriate action.,Orders
